Datetime,generation,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,season,sunheight
2023-05-26 16:00:00,287.0,22.2,22.2,14.9,63.3,0.0,0.0,0.0,0.0,33.5,14.4,329.4,1018.0,100.0,24.1,761,2.7,8,10,Overcast,cloudy,Spring,19.00826995953053
2023-05-26 17:00:00,95.0,21.5,21.5,15.1,66.92,0.0,0.0,0.0,0.0,29.9,13.0,347.1,1018.0,100.0,7.9,606,2.2,6,10,Overcast,cloudy,Spring,9.81315996494182
2023-05-26 18:00:00,36.0,21.3,21.3,11.8,54.86,0.0,0.0,0.0,0.0,26.3,11.2,349.0,1018.3,80.0,15.5,398,1.4,4,30,Partially cloudy,partly-cloudy-day,Spring,1.2908300288644303
2023-05-26 19:00:00,185.0,18.9,18.9,15.6,81.16,0.0,0.0,0.0,0.0,23.4,6.8,359.6,1019.0,100.0,8.8,166,0.6,2,10,Overcast,cloudy,Spring,-6.203942203881366
2023-05-26 20:00:00,89.0,17.8,17.8,15.5,86.4,0.0,0.0,0.0,0.0,14.8,7.2,327.1,1019.0,100.0,24.1,58,0.2,1,10,Overcast,cloudy,Spring,-12.256961745208827
2023-05-26 21:00:00,21.0,18.4,18.4,12.6,68.93,7.128,100.0,0.0,0.0,11.5,5.6,2.0,1019.5,80.0,15.5,22,0.1,0,10,"Rain, Partially cloudy",rain,Spring,-16.44597481194851
2023-05-27 06:00:00,5.0,12.1,12.1,9.1,82.08,0.0,0.0,0.0,0.0,23.8,8.8,343.0,1021.6,68.9,15.5,8,0.0,0,10,Partially cloudy,partly-cloudy-day,Spring,32.26964299901194
2023-05-27 07:00:00,46.0,13.2,13.2,8.6,73.66,0.0,0.0,0.0,0.0,24.5,12.6,11.0,1021.0,71.0,24.1,99,0.4,1,10,Partially cloudy,partly-cloudy-day,Spring,41.64942106215715
2023-05-27 08:00:00,138.0,13.9,13.9,7.6,65.76,0.0,0.0,0.0,0.0,23.8,11.5,6.3,1021.0,69.0,24.1,250,0.9,3,10,Partially cloudy,partly-cloudy-day,Spring,50.25986554360558
2023-05-27 09:00:00,314.0,13.8,13.8,7.7,66.6,0.0,0.0,0.0,0.0,23.4,5.2,2.0,1022.4,40.0,15.5,415,1.5,4,10,Partially cloudy,partly-cloudy-day,Spring,57.134081390084575
2023-05-27 10:00:00,499.0,16.5,16.5,7.1,53.77,0.0,0.0,0.0,0.0,25.2,11.9,355.7,1022.0,22.6,24.1,575,2.1,6,10,Partially cloudy,partly-cloudy-day,Spring,60.7757092071186
2023-05-27 11:00:00,650.0,18.2,18.2,7.3,48.96,0.0,0.0,0.0,0.0,24.8,12.2,350.1,1022.0,22.3,24.1,712,2.6,7,10,Partially cloudy,partly-cloudy-day,Spring,59.88788241163756
2023-05-27 12:00:00,756.0,17.7,17.7,9.2,57.4,0.0,0.0,0.0,0.0,26.3,9.2,340.0,1022.4,50.0,15.5,814,2.9,8,10,Partially cloudy,partly-cloudy-day,Spring,54.83190744748933
2023-05-27 13:00:00,811.0,20.5,20.5,7.0,41.56,0.0,0.0,0.0,0.0,28.8,14.4,346.0,1021.0,30.1,24.1,874,3.1,9,10,Partially cloudy,partly-cloudy-day,Spring,47.15773865211486
2023-05-27 14:00:00,762.0,21.4,21.4,4.9,34.01,0.0,0.0,0.0,0.0,31.3,15.5,338.2,1021.0,0.0,24.1,888,3.2,9,10,Clear,clear-day,Spring,38.17629555747788
2023-05-27 15:00:00,515.0,19.1,19.1,7.0,45.46,0.0,0.0,0.0,0.0,33.1,12.8,328.0,1021.6,43.4,15.5,825,3.0,8,10,Partially cloudy,partly-cloudy-day,Spring,28.67790367230557
2023-05-27 16:00:00,30.0,21.1,21.1,4.0,32.53,0.0,0.0,0.0,0.0,33.5,16.9,343.8,1020.0,4.1,24.1,720,2.6,7,10,Clear,clear-day,Spring,19.151057631679034
2023-05-27 17:00:00,17.0,20.7,20.7,5.1,36.01,0.0,0.0,0.0,0.0,33.5,16.9,354.1,1020.0,24.7,24.1,641,2.3,6,10,Partially cloudy,partly-cloudy-day,Spring,9.960106130851544
2023-05-27 18:00:00,24.0,19.2,19.2,5.7,41.29,0.0,0.0,0.0,0.0,33.5,14.4,359.0,1020.9,34.5,15.5,526,1.9,5,10,Partially cloudy,partly-cloudy-day,Spring,1.4437279394012998
2023-05-27 19:00:00,41.0,19.1,19.1,4.4,37.86,0.0,0.0,0.0,0.0,33.1,16.2,7.4,1020.0,0.0,24.1,364,1.3,4,10,Clear,clear-day,Spring,-6.044128668309902
2023-05-27 20:00:00,13.0,17.9,17.9,1.5,33.24,0.0,0.0,0.0,0.0,31.3,13.7,12.6,1021.0,0.0,24.1,199,0.7,2,10,Clear,clear-day,Spring,-12.0910203416513
2023-05-27 21:00:00,0.0,15.7,15.7,4.5,47.33,0.0,0.0,0.0,0.0,16.2,9.2,16.0,1022.0,30.0,15.5,57,0.2,1,10,Partially cloudy,partly-cloudy-day,Spring,-16.276475219847605
2023-05-27 22:00:00,0.0,13.6,13.6,1.2,42.84,0.0,0.0,0.0,0.0,16.2,7.9,3.8,1022.0,0.0,24.1,1,0.0,0,10,Clear,clear-night,Spring,-18.233471347748388
2023-05-28 06:00:00,5.0,7.5,7.5,3.1,73.88,0.0,0.0,0.0,0.0,15.1,3.6,23.0,1022.7,80.0,15.5,10,0.0,0,10,Partially cloudy,partly-cloudy-day,Spring,32.371522363829534
2023-05-28 07:00:00,48.0,9.0,7.6,3.2,67.0,0.0,0.0,0.0,0.0,16.6,9.0,48.6,1022.0,52.5,24.1,109,0.4,1,10,Partially cloudy,partly-cloudy-day,Spring,41.75652247184769
2023-05-28 08:00:00,140.0,11.0,11.0,3.6,60.28,0.0,0.0,0.0,0.0,20.2,10.1,56.1,1022.0,66.6,24.1,265,1.0,3,10,Partially cloudy,partly-cloudy-day,Spring,50.37964155667874
2023-05-28 09:00:00,313.0,12.7,12.7,4.5,57.33,0.0,0.0,0.0,0.0,21.2,9.2,90.0,1022.2,40.0,15.5,433,1.6,4,10,Partially cloudy,partly-cloudy-day,Spring,57.27414298091926
2023-05-28 10:00:00,513.0,15.3,15.3,4.6,48.84,0.0,0.0,0.0,0.0,21.2,10.1,78.4,1021.0,83.0,24.1,587,2.1,6,10,Partially cloudy,partly-cloudy-day,Spring,60.93617658489119
2023-05-28 11:00:00,587.0,17.4,17.4,5.5,45.48,0.0,0.0,0.0,0.0,20.2,9.4,75.6,1021.0,78.1,24.1,710,2.6,7,10,Partially cloudy,partly-cloudy-day,Spring,60.05405038996258
2023-05-28 12:00:00,732.0,17.7,17.7,5.0,43.16,0.0,0.0,0.0,0.0,19.8,7.2,72.0,1021.0,30.0,32.2,805,2.9,8,10,Partially cloudy,partly-cloudy-day,Spring,54.98938628322181
2023-05-28 13:00:00,845.0,20.3,20.3,6.4,40.38,0.0,0.0,0.0,0.0,20.2,9.7,75.7,1020.0,82.7,24.1,867,3.1,9,10,Partially cloudy,partly-cloudy-day,Spring,47.30461707283007
2023-05-28 14:00:00,841.0,21.0,21.0,6.4,38.68,0.0,0.0,0.0,0.0,20.2,9.0,75.5,1019.0,70.5,24.1,875,3.2,9,10,Partially cloudy,partly-cloudy-day,Spring,38.316531582618985
2023-05-28 15:00:00,839.0,20.1,20.1,6.4,40.99,0.0,0.0,0.0,0.0,17.3,8.8,11.0,1019.5,38.9,32.2,848,3.1,8,10,Partially cloudy,partly-cloudy-day,Spring,28.815902541340513
2023-05-28 16:00:00,754.0,21.6,21.6,6.0,36.26,0.0,0.0,0.0,0.0,18.0,8.3,65.4,1019.0,83.6,24.1,759,2.7,8,10,Partially cloudy,partly-cloudy-day,Spring,19.29036770648709
2023-05-28 17:00:00,608.0,21.5,21.5,5.9,36.24,0.0,0.0,0.0,0.0,19.1,9.4,59.9,1018.0,95.7,24.1,623,2.2,6,10,Overcast,cloudy,Spring,10.103342981751823
2023-05-28 18:00:00,436.0,20.5,20.5,5.0,36.2,0.0,0.0,0.0,0.0,20.2,7.2,72.0,1018.4,23.4,32.2,469,1.7,5,10,Partially cloudy,partly-cloudy-day,Spring,1.59251046938279
2023-05-28 19:00:00,251.0,20.4,20.4,5.3,37.19,0.0,0.0,0.0,0.0,20.2,10.4,54.9,1018.0,100.0,24.1,312,1.1,3,10,Overcast,cloudy,Spring,-5.888873897918718
2023-05-28 20:00:00,99.0,19.2,19.2,5.1,39.51,0.0,0.0,0.0,0.0,20.2,10.4,52.8,1018.0,100.0,24.1,163,0.6,2,10,Overcast,cloudy,Spring,-11.930188671942936
2023-05-28 21:00:00,27.0,17.1,17.1,6.2,48.59,0.0,0.0,0.0,0.0,15.1,5.2,40.0,1018.6,60.0,15.5,48,0.2,0,10,Partially cloudy,partly-cloudy-day,Spring,-16.112624676353782
2023-05-28 22:00:00,1.0,15.9,15.9,3.2,42.59,0.0,0.0,0.0,0.0,15.5,8.3,56.3,1019.0,100.0,24.1,1,0.0,0,10,Overcast,cloudy,Spring,-18.07086315457004
2023-05-29 06:00:00,6.0,6.4,6.4,5.3,92.68,0.0,0.0,0.0,0.0,10.4,0.0,79.9,1019.6,0.0,10.0,10,0.0,0,10,Clear,clear-day,Spring,32.46755441612193
2023-05-29 07:00:00,41.0,10.3,10.3,5.8,73.65,0.0,0.0,0.0,0.0,11.9,6.5,85.7,1019.0,0.0,24.1,107,0.4,1,10,Clear,clear-day,Spring,41.85759432653873
2023-05-29 08:00:00,140.0,13.4,13.4,6.1,61.29,0.0,0.0,0.0,0.0,16.2,7.9,91.0,1019.0,0.0,24.1,260,0.9,3,10,Clear,clear-day,Spring,50.493097148561944
2023-05-29 09:00:00,338.0,16.2,16.2,6.9,54.07,0.0,0.0,0.0,0.0,20.5,6.8,133.0,1018.8,60.0,15.5,424,1.5,4,10,Partially cloudy,partly-cloudy-day,Spring,57.40763164369498
2023-05-29 10:00:00,529.0,18.9,18.9,5.3,40.82,0.0,0.0,0.0,0.0,20.9,9.7,100.9,1019.0,0.0,24.1,582,2.1,6,10,Clear,clear-day,Spring,61.09022607260104
2023-05-29 11:00:00,682.0,20.7,20.7,4.4,34.29,0.0,0.0,0.0,0.0,21.6,10.1,102.4,1018.0,0.0,24.1,717,2.6,7,10,Clear,clear-day,Spring,60.21454266524257
2023-05-29 12:00:00,799.0,21.1,21.1,6.3,38.2,0.0,0.0,0.0,0.0,20.5,7.2,148.0,1018.5,48.9,15.5,825,3.0,8,10,Partially cloudy,partly-cloudy-day,Spring,55.14211208938849
2023-05-29 13:00:00,843.0,22.9,22.9,4.5,30.19,0.0,0.0,0.0,0.0,17.3,6.1,81.9,1018.0,1.0,24.1,881,3.2,9,10,Clear,clear-day,Spring,47.44745487659898
2023-05-29 14:00:00,834.0,23.7,23.7,4.1,27.97,0.0,0.0,0.0,0.0,14.4,4.3,63.6,1017.0,4.2,24.1,893,3.2,9,10,Clear,clear-day,Spring,38.453136741818554
2023-05-29 15:00:00,826.0,22.6,22.6,6.4,35.22,0.0,0.0,0.0,0.0,14.0,5.2,208.0,1017.1,71.1,15.5,867,3.1,9,10,Partially cloudy,partly-cloudy-day,Spring,28.95041900602413
2023-05-29 16:00:00,732.0,24.6,24.6,3.1,24.7,0.0,0.0,0.0,0.0,14.4,6.1,31.8,1016.0,18.0,24.1,789,2.8,8,10,Clear,clear-day,Spring,19.42613079575252
2023-05-29 17:00:00,588.0,24.5,24.5,2.8,24.32,0.0,0.0,0.0,0.0,15.1,6.8,29.5,1016.0,16.5,24.1,672,2.4,7,10,Clear,clear-day,Spring,10.242799672005063
2023-05-29 18:00:00,287.0,22.8,22.8,5.7,32.91,0.0,0.0,0.0,0.0,14.8,7.2,21.0,1016.2,80.0,15.5,526,1.9,5,10,Partially cloudy,partly-cloudy-day,Spring,1.7371466002789977
2023-05-29 19:00:00,268.0,23.4,23.4,3.1,26.54,0.0,0.0,0.0,0.0,13.7,6.5,28.6,1015.0,1.8,24.1,363,1.3,4,10,Clear,clear-day,Spring,-5.738253106631216
2023-05-29 20:00:00,90.0,22.0,22.0,3.7,30.14,0.0,0.0,0.0,0.0,14.4,7.9,38.0,1015.0,9.6,24.1,200,0.7,2,10,Clear,clear-day,Spring,-11.774538454111346
2023-05-29 21:00:00,33.0,19.8,19.8,8.0,46.58,0.0,0.0,0.0,0.0,13.7,3.6,356.0,1016.6,40.0,15.5,59,0.2,1,10,Partially cloudy,partly-cloudy-day,Spring,-15.954488094431747
2023-05-29 22:00:00,0.0,17.5,17.5,2.4,36.35,0.0,0.0,0.0,0.0,14.0,5.8,38.3,1016.0,57.0,24.1,1,0.0,0,10,Partially cloudy,partly-cloudy-night,Spring,-17.914390927717395
2023-05-30 06:00:00,8.0,10.7,10.7,6.4,74.83,0.0,0.0,0.0,0.0,5.0,1.6,330.0,1017.6,80.0,15.5,3,0.0,0,10,Partially cloudy,partly-cloudy-day,Spring,32.557749956514385
2023-05-30 07:00:00,44.0,13.2,13.2,6.7,64.71,0.0,0.0,0.0,0.0,4.0,1.8,30.7,1017.0,26.2,24.1,22,0.1,0,3,Partially cloudy,partly-cloudy-day,Spring,41.95265133139114
2023-05-30 08:00:00,138.0,16.4,16.4,7.0,53.74,0.0,0.0,0.0,0.0,8.6,4.3,71.8,1017.0,30.7,24.1,36,0.1,0,3,Partially cloudy,partly-cloudy-day,Spring,50.600237329610394
2023-05-30 09:00:00,332.0,16.4,16.4,10.8,69.37,0.0,0.0,0.0,0.0,10.1,4.0,360.0,1017.6,73.4,15.5,68,0.2,1,3,Partially cloudy,partly-cloudy-day,Spring,57.53452954617901
2023-05-30 10:00:00,490.0,20.6,20.6,6.9,41.03,0.0,0.0,0.0,0.0,10.4,4.3,17.6,1018.0,42.2,24.1,102,0.4,1,10,Partially cloudy,partly-cloudy-day,Spring,61.23780906308619
2023-05-30 11:00:00,666.0,22.0,22.0,6.2,35.88,0.0,0.0,0.0,0.0,11.9,4.7,5.7,1017.0,25.5,24.1,149,0.5,1,10,Partially cloudy,partly-cloudy-day,Spring,60.3693007100424
2023-05-30 12:00:00,775.0,21.8,21.8,7.4,39.36,0.0,0.0,0.0,0.0,15.8,9.2,339.0,1017.4,68.9,32.2,281,1.0,3,10,Partially cloudy,partly-cloudy-day,Spring,55.290031585450514
2023-05-30 13:00:00,816.0,23.6,23.6,6.1,32.34,0.0,0.0,0.0,0.0,20.9,10.4,323.2,1017.0,63.9,24.1,720,2.6,7,10,Partially cloudy,partly-cloudy-day,Spring,47.586200726815285
2023-05-30 14:00:00,772.0,23.9,23.9,5.2,29.84,0.0,0.0,0.0,0.0,25.6,12.6,319.8,1016.0,68.2,19.5,872,3.1,9,10,Partially cloudy,partly-cloudy-day,Spring,38.58605833213931
2023-05-30 15:00:00,755.0,23.3,23.3,6.2,33.11,0.0,0.0,0.0,0.0,25.6,9.2,230.0,1017.0,80.0,32.2,725,2.6,7,10,Partially cloudy,partly-cloudy-day,Spring,29.081395571051996
2023-05-30 16:00:00,749.0,25.1,25.1,3.9,25.36,0.0,0.0,0.0,0.0,27.0,13.0,336.6,1016.0,31.4,24.1,653,2.4,7,10,Partially cloudy,partly-cloudy-day,Spring,19.55829039481435
2023-05-30 17:00:00,625.0,24.9,24.9,3.6,25.13,0.0,0.0,0.0,0.0,31.3,15.5,349.6,1016.0,15.8,24.1,432,1.6,4,10,Clear,clear-day,Spring,10.378421255676734
2023-05-30 18:00:00,454.0,22.7,22.7,6.3,34.55,0.0,0.0,0.0,0.0,31.3,11.2,352.0,1017.2,71.1,32.2,427,1.5,4,10,Partially cloudy,partly-cloudy-day,Spring,1.8776037980450073
2023-05-30 19:00:00,258.0,23.3,23.3,4.4,29.26,0.0,0.0,0.0,0.0,29.5,14.8,355.9,1017.0,43.8,24.1,360,1.3,4,10,Partially cloudy,partly-cloudy-day,Spring,-5.592338340600641
2023-05-30 20:00:00,94.0,22.2,22.2,4.5,31.5,0.0,0.0,0.0,0.0,28.1,11.2,2.3,1017.0,34.0,24.1,197,0.7,2,10,Partially cloudy,partly-cloudy-day,Spring,-11.62413805388811
2023-05-30 21:00:00,26.0,20.0,20.0,8.1,46.33,0.0,0.0,0.0,0.0,23.0,8.8,349.0,1018.7,30.0,15.5,54,0.2,1,10,Partially cloudy,partly-cloudy-day,Spring,-15.802126999531279
2023-05-30 22:00:00,0.0,17.8,17.8,6.5,47.52,0.0,0.0,0.0,0.0,23.0,9.7,350.9,1019.0,11.9,24.1,1,0.0,0,10,Clear,clear-night,Spring,-17.764107198500692
2023-05-31 06:00:00,7.0,9.4,9.4,5.3,75.69,0.0,0.0,0.0,0.0,10.8,2.0,340.0,1022.0,30.0,15.5,11,0.0,0,10,Partially cloudy,partly-cloudy-day,Spring,32.64213430224355
2023-05-31 07:00:00,65.0,12.6,12.6,5.7,62.81,0.0,0.0,0.0,0.0,10.8,6.1,7.2,1021.0,99.9,24.1,107,0.4,1,10,Overcast,cloudy,Spring,42.041711414382625
2023-05-31 08:00:00,94.0,14.9,14.9,6.1,55.61,0.0,0.0,0.0,0.0,17.6,9.0,23.2,1021.0,100.0,24.1,249,0.9,2,10,Overcast,cloudy,Spring,50.70107024841615
2023-05-31 09:00:00,167.0,15.7,15.7,7.1,56.89,0.0,0.0,0.0,0.0,18.0,9.2,3.0,1022.3,30.0,32.2,422,1.5,4,10,Partially cloudy,partly-cloudy-day,Spring,57.65481846174804
2023-05-31 10:00:00,483.0,19.0,19.0,6.4,43.78,0.0,0.0,0.0,0.0,18.0,6.8,42.0,1022.0,9.9,24.1,584,2.1,6,10,Clear,clear-day,Spring,61.37887881721331
2023-05-31 11:00:00,645.0,20.9,20.9,5.2,35.81,0.0,0.0,0.0,0.0,19.1,9.4,35.0,1021.0,0.0,24.1,722,2.6,7,10,Clear,clear-day,Spring,60.518266550327354
2023-05-31 12:00:00,757.0,19.9,19.9,6.0,40.3,0.0,0.0,0.0,0.0,19.8,9.2,41.0,1021.4,40.0,32.2,827,3.0,8,10,Partially cloudy,partly-cloudy-day,Spring,55.433091129733626
2023-05-31 13:00:00,803.0,22.7,22.7,3.8,29.09,0.0,0.0,0.0,0.0,19.8,9.4,0.5,1020.0,51.0,24.1,890,3.2,9,10,Partially cloudy,partly-cloudy-day,Spring,47.720802690898914
2023-05-31 14:00:00,705.0,23.2,23.2,4.0,28.62,0.0,0.0,0.0,0.0,20.5,10.1,354.6,1020.0,76.0,24.1,906,3.3,9,10,Partially cloudy,partly-cloudy-day,Spring,38.715241185423004
2023-05-31 15:00:00,590.0,21.7,21.7,5.3,34.24,0.0,0.0,0.0,0.0,22.0,9.2,357.0,1020.3,30.0,32.2,874,3.1,9,10,Partially cloudy,partly-cloudy-day,Spring,29.208773670844202
2023-05-31 16:00:00,792.0,23.6,23.6,4.4,28.74,0.0,0.0,0.0,0.0,22.7,11.5,344.6,1020.0,82.2,24.1,795,2.9,8,10,Partially cloudy,partly-cloudy-day,Spring,19.686782172028476
2023-05-31 17:00:00,609.0,23.3,23.3,4.0,28.45,0.0,0.0,0.0,0.0,23.0,11.5,341.8,1019.0,83.9,24.1,672,2.4,7,10,Partially cloudy,partly-cloudy-day,Spring,10.510138987288757
2023-05-31 18:00:00,445.0,22.1,22.1,5.8,34.62,0.0,0.0,0.0,0.0,23.0,8.8,341.0,1018.8,51.9,32.2,532,1.9,5,10,Partially cloudy,partly-cloudy-day,Spring,2.0137842493994187
2023-05-31 19:00:00,208.0,22.1,22.1,4.7,32.14,0.0,0.0,0.0,0.0,22.7,11.5,338.9,1018.0,32.8,24.1,369,1.3,4,10,Partially cloudy,partly-cloudy-day,Spring,-5.451198159937685
2023-05-31 20:00:00,119.0,21.0,21.0,4.3,33.43,0.0,0.0,0.0,0.0,22.0,9.7,335.5,1018.0,19.3,24.1,205,0.7,2,10,Clear,clear-day,Spring,-11.479052217679364
2023-05-31 21:00:00,24.0,18.8,18.8,7.3,47.27,0.0,0.0,0.0,0.0,11.9,3.6,315.0,1018.7,26.5,15.5,63,0.2,1,10,Partially cloudy,partly-cloudy-day,Spring,-15.655599323850154
2023-05-31 22:00:00,1.0,16.5,16.5,5.2,47.16,0.0,0.0,0.0,0.0,11.9,6.8,302.5,1019.0,5.3,24.1,1,0.0,0,10,Clear,clear-night,Spring,-17.620061077140488
2023-06-01 06:00:00,8.0,5.7,5.7,4.7,93.36,0.0,0.0,0.0,0.0,5.8,2.0,30.0,1019.4,0.0,6.7,12,0.0,0,10,Clear,clear-day,Summer,32.72071646196159
2023-06-01 07:00:00,47.0,11.0,11.0,6.9,75.83,0.0,0.0,0.0,0.0,6.5,3.6,208.0,1019.0,1.3,24.1,112,0.4,1,10,Clear,clear-day,Summer,42.124786697322904
2023-06-01 08:00:00,136.0,14.9,14.9,7.5,61.22,0.0,0.0,0.0,0.0,9.4,4.3,222.7,1018.0,3.3,24.1,267,1.0,3,10,Clear,clear-day,Summer,50.79559928059968
2023-06-01 09:00:00,331.0,17.0,17.0,9.1,59.82,0.0,0.0,0.0,0.0,13.3,7.2,233.0,1017.3,2.2,15.5,434,1.6,4,10,Clear,clear-day,Summer,57.76848161046809
2023-06-01 10:00:00,523.0,20.9,20.9,6.9,40.28,0.0,0.0,0.0,0.0,19.8,9.7,239.7,1017.0,3.6,24.1,593,2.1,6,10,Clear,clear-day,Summer,61.51338807718275
2023-06-01 11:00:00,681.0,22.4,22.4,6.0,34.54,0.0,0.0,0.0,0.0,24.5,12.2,255.0,1016.0,4.7,24.1,728,2.6,7,10,Clear,clear-day,Summer,60.6613817817279
2023-06-01 12:00:00,780.0,21.9,21.9,6.6,37.08,0.0,0.0,0.0,0.0,24.8,11.2,261.0,1015.8,30.0,32.2,830,3.0,8,10,Partially cloudy,partly-cloudy-day,Summer,55.57123486813584
2023-06-01 13:00:00,789.0,24.8,24.8,5.5,28.87,0.0,0.0,0.0,0.0,24.8,12.2,252.1,1015.0,0.0,24.1,889,3.2,9,10,Clear,clear-day,Summer,47.851206690284805
2023-06-01 14:00:00,843.0,25.6,25.6,5.8,28.1,0.0,0.0,0.0,0.0,25.6,12.6,249.7,1015.0,5.8,24.1,902,3.2,9,10,Clear,clear-day,Summer,38.84062725516664
2023-06-01 15:00:00,830.0,26.2,26.2,5.0,25.66,0.0,0.0,0.0,0.0,23.0,11.2,243.7,1014.0,5.3,24.1,867,3.1,9,10,Clear,clear-day,Summer,29.332484661765523
2023-06-01 16:00:00,763.0,26.5,26.5,4.5,24.34,0.0,0.0,0.0,0.0,24.1,11.9,243.7,1013.0,5.1,24.1,790,2.8,8,10,Clear,clear-day,Summer,19.811529014338497
2023-06-01 17:00:00,638.0,26.4,26.4,4.7,24.83,0.0,0.0,0.0,0.0,25.2,12.2,246.3,1013.0,10.4,24.1,660,2.4,7,10,Clear,clear-day,Summer,10.637860316590197
2023-06-01 18:00:00,474.0,25.0,25.0,6.0,29.59,0.0,0.0,0.0,0.0,25.6,9.2,283.0,1012.4,30.0,32.2,448,1.6,4,10,Partially cloudy,partly-cloudy-day,Summer,2.145563273067215
2023-06-01 19:00:00,273.0,25.2,25.2,4.9,27.04,0.0,0.0,0.0,0.0,25.6,12.2,256.1,1012.0,4.1,24.1,288,1.0,3,10,Clear,clear-day,Summer,-5.314897409528092
2023-06-01 20:00:00,87.0,23.9,23.9,6.1,31.76,0.0,0.0,0.0,0.0,24.1,9.4,257.9,1012.0,29.1,24.1,152,0.5,2,10,Partially cloudy,partly-cloudy-day,Summer,-11.339341880462468
2023-06-01 21:00:00,23.0,21.7,21.7,9.2,44.7,0.0,0.0,0.0,0.0,9.4,2.0,260.0,1011.5,60.3,15.5,54,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,-15.51495926129671
2023-06-01 22:00:00,2.0,18.8,18.8,5.7,42.24,0.0,0.0,0.0,0.0,9.4,4.7,255.4,1012.0,60.3,24.1,2,0.0,0,10,Partially cloudy,partly-cloudy-night,Summer,-17.482298155924674
2023-06-02 06:00:00,7.0,12.1,12.1,8.5,78.59,0.0,0.0,0.0,0.0,7.9,3.6,191.0,1011.2,43.4,15.5,11,0.0,0,10,Partially cloudy,partly-cloudy-day,Summer,32.7935023765729
2023-06-02 07:00:00,36.0,14.6,14.6,6.6,58.68,0.0,0.0,0.0,0.0,9.4,5.0,252.2,1011.0,40.4,24.1,92,0.3,1,10,Partially cloudy,partly-cloudy-day,Summer,42.20189126151626
2023-06-02 08:00:00,135.0,18.0,18.0,6.6,47.25,0.0,0.0,0.0,0.0,14.8,7.2,249.5,1011.0,1.1,24.1,235,0.8,2,3,Clear,clear-day,Summer,50.88383482697088
2023-06-02 09:00:00,334.0,17.9,17.9,10.6,62.66,0.0,0.0,0.0,0.0,21.6,7.2,270.0,1010.8,60.0,15.5,422,1.5,4,10,Partially cloudy,partly-cloudy-day,Summer,57.875510117510224
2023-06-02 10:00:00,523.0,22.3,22.3,8.9,42.36,0.0,0.0,0.0,0.0,25.2,12.2,271.1,1011.0,12.2,24.1,577,2.1,6,10,Clear,clear-day,Summer,61.64129842464035
2023-06-02 11:00:00,678.0,23.5,23.5,8.9,39.39,0.0,0.0,0.0,0.0,32.0,15.8,272.8,1010.0,37.2,24.1,709,2.6,7,10,Partially cloudy,partly-cloudy-day,Summer,60.79859534432272
2023-06-02 12:00:00,780.0,21.3,21.3,9.5,47.14,0.0,0.0,0.0,0.0,41.8,16.4,283.0,1011.2,48.9,32.2,808,2.9,8,10,Partially cloudy,partly-cloudy-day,Summer,55.70441702944589
2023-06-02 13:00:00,832.0,23.9,23.9,9.3,39.5,0.2,100.0,0.0,0.0,44.6,19.8,280.0,1011.0,60.8,24.1,867,3.1,9,10,"Rain, Partially cloudy",rain,Summer,47.977369110523824
2023-06-02 14:00:00,837.0,24.0,24.0,9.7,40.34,0.2,100.0,0.0,0.0,44.6,17.3,273.0,1010.0,74.7,16.5,826,3.0,8,10,"Rain, Partially cloudy",rain,Summer,38.962172852891904
2023-06-02 15:00:00,816.0,21.4,21.4,9.0,44.97,0.0,0.0,0.0,0.0,37.1,14.0,307.0,1011.4,71.1,32.2,561,2.0,6,10,Partially cloudy,partly-cloudy-day,Summer,29.452492975296213
2023-06-02 16:00:00,746.0,21.8,21.8,10.3,47.98,0.0,0.0,0.0,0.0,39.2,17.3,306.7,1011.0,63.0,24.1,581,2.1,6,10,Partially cloudy,partly-cloudy-day,Summer,19.932497531006064
2023-06-02 17:00:00,625.0,21.4,21.4,9.6,46.91,0.0,0.0,0.0,0.0,37.8,19.1,321.3,1011.0,72.5,24.1,324,1.2,3,10,Partially cloudy,partly-cloudy-day,Summer,10.761569713943208
2023-06-02 18:00:00,456.0,20.0,20.0,8.6,47.61,0.0,0.0,0.0,0.0,39.6,14.4,318.0,1012.4,71.1,32.2,478,1.7,5,10,Partially cloudy,partly-cloudy-day,Summer,2.2730165128522644
2023-06-02 19:00:00,242.0,19.6,19.6,5.7,40.18,0.0,0.0,0.0,0.0,40.7,17.3,314.6,1012.0,27.0,24.1,366,1.3,4,10,Partially cloudy,partly-cloudy-day,Summer,-5.183497315325316
2023-06-02 20:00:00,90.0,18.7,18.7,6.1,43.69,0.0,0.0,0.0,0.0,33.1,15.1,319.2,1013.0,5.0,24.1,205,0.7,2,10,Clear,clear-day,Summer,-11.205064293052807
2023-06-02 21:00:00,24.0,15.3,15.3,7.4,59.21,0.0,0.0,0.0,0.0,30.6,14.8,351.0,1015.3,76.6,15.5,63,0.2,1,10,Partially cloudy,partly-cloudy-day,Summer,-15.380257417787993
2023-06-02 22:00:00,1.0,14.4,14.4,8.4,67.22,0.0,0.0,0.0,0.0,37.4,18.0,358.1,1015.0,74.5,24.1,2,0.0,0,10,Partially cloudy,partly-cloudy-night,Summer,-17.35086067517757
