time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190801:1630,0.0,0.0,0.0,0.0,0.0,27.18,1.93,0.0
20190801:1730,0.0,0.0,0.0,0.0,0.0,26.98,2.21,0.0
20190801:1830,0.0,0.0,0.0,0.0,0.0,26.81,3.17,0.0
20190801:1930,0.0,0.0,0.0,0.0,0.0,26.89,3.17,0.0
20190801:2030,0.0,0.0,0.0,0.0,0.0,26.61,3.52,0.0
20190801:2130,0.0,0.0,0.0,0.0,0.0,26.3,3.52,0.0
20190801:2230,0.0,0.0,0.0,0.0,0.0,26.09,2.97,0.0
20190801:2330,0.0,0.0,0.0,0.0,0.0,25.91,2.62,0.0
20190802:0030,0.0,0.0,0.0,0.0,-0.78,25.86,2.76,0.0
20190802:0130,15.09,0.38,31.76,0.47,12.0,25.83,2.55,0.0
20190802:0230,64.07,18.49,79.29,1.49,25.13,25.95,3.03,0.0
20190802:0330,151.09,48.4,153.76,2.97,38.46,26.42,3.17,0.0
20190802:0430,259.91,124.17,209.69,4.82,51.84,26.99,2.83,0.0
20190802:0530,270.39,115.23,232.83,4.96,65.0,27.96,2.97,0.0
20190802:0630,339.88,161.93,275.48,6.19,76.92,28.61,2.62,0.0
20190802:0730,316.59,163.77,247.68,5.82,80.0,29.77,1.86,0.0
20190802:0830,324.77,164.93,259.51,6.02,69.69,30.41,1.66,0.0
20190802:0930,255.16,159.6,175.0,4.81,56.76,30.77,1.59,0.0
20190802:1030,221.8,122.89,170.86,4.33,43.41,30.77,2.14,0.0
20190802:1130,173.46,94.39,144.65,3.72,30.05,30.87,2.14,0.0
20190802:1230,57.17,23.95,73.33,1.7,16.83,30.98,2.0,0.0
20190802:1330,5.21,0.0,16.81,0.25,3.9,30.71,1.93,0.0
20190802:1430,0.0,0.0,0.0,0.0,0.0,30.02,1.45,0.0
20190802:1530,0.0,0.0,0.0,0.0,0.0,29.35,1.31,0.0
20190802:1630,0.0,0.0,0.0,0.0,0.0,28.8,1.79,0.0
20190802:1730,0.0,0.0,0.0,0.0,0.0,28.05,1.66,0.0
20190802:1830,0.0,0.0,0.0,0.0,0.0,27.48,2.0,0.0
20190802:1930,0.0,0.0,0.0,0.0,0.0,26.49,2.34,0.0
20190802:2030,0.0,0.0,0.0,0.0,0.0,26.34,2.21,0.0
20190802:2130,0.0,0.0,0.0,0.0,0.0,26.19,2.07,0.0
20190802:2230,0.0,0.0,0.0,0.0,0.0,26.19,1.79,0.0
20190802:2330,0.0,0.0,0.0,0.0,0.0,26.22,1.66,0.0
20190803:0030,0.0,0.0,0.0,0.0,-0.89,26.15,1.86,0.0
20190803:0130,25.22,5.06,44.18,0.88,11.91,26.07,2.14,0.0
20190803:0230,96.5,36.06,103.85,2.18,25.05,26.71,2.69,0.0
20190803:0330,163.99,77.93,141.21,3.25,38.39,27.44,2.34,0.0
20190803:0430,272.43,149.77,202.49,5.09,51.76,28.12,2.0,0.0
20190803:0530,333.96,170.4,263.37,6.16,64.91,29.01,1.59,0.0
20190803:0630,506.3,419.93,244.84,9.33,76.75,30.38,2.0,0.0
20190803:0730,568.79,525.32,233.87,10.63,79.75,31.78,2.0,0.0
20190803:0830,523.03,446.58,253.11,9.86,69.55,32.71,1.79,0.0
20190803:0930,439.51,398.88,183.86,8.38,56.64,33.38,1.79,0.0
20190803:1030,343.97,271.28,185.22,6.79,43.31,33.44,2.0,0.0
20190803:1130,190.58,150.43,114.89,4.26,29.94,33.19,2.41,0.0
20190803:1230,53.46,27.54,66.79,1.7,16.71,32.83,2.28,0.0
20190803:1330,5.34,0.0,17.12,0.26,3.76,32.21,1.31,0.0
20190803:1430,0.0,0.0,0.0,0.0,0.0,31.12,0.62,0.0
20190803:1530,0.0,0.0,0.0,0.0,0.0,29.54,1.52,0.0
20190803:1630,0.0,0.0,0.0,0.0,0.0,28.25,1.93,0.0
20190803:1730,0.0,0.0,0.0,0.0,0.0,27.45,2.48,0.0
20190803:1830,0.0,0.0,0.0,0.0,0.0,26.96,2.48,0.0
20190803:1930,0.0,0.0,0.0,0.0,0.0,26.44,2.07,0.0
20190803:2030,0.0,0.0,0.0,0.0,0.0,26.15,2.21,0.0
20190803:2130,0.0,0.0,0.0,0.0,0.0,25.82,2.0,0.0
20190803:2230,0.0,0.0,0.0,0.0,0.0,25.54,2.21,0.0
20190803:2330,0.0,0.0,0.0,0.0,0.0,25.32,2.14,0.0
20190804:0030,0.0,0.0,0.0,0.0,-1.0,25.27,2.0,0.0
20190804:0130,12.43,0.34,27.82,0.42,11.82,25.35,1.72,0.0
20190804:0230,55.12,4.74,80.58,1.25,24.97,25.87,1.79,0.0
20190804:0330,111.51,37.87,116.66,2.27,38.31,26.74,2.34,0.0
20190804:0430,202.97,77.91,187.99,3.83,51.68,27.93,2.55,0.0
20190804:0530,386.79,255.65,243.21,7.07,64.81,29.13,2.28,0.0
20190804:0630,564.54,520.15,223.65,10.41,76.57,30.5,2.34,0.0
20190804:0730,442.12,377.62,205.82,8.17,79.51,32.42,1.66,0.0
20190804:0830,493.76,455.84,206.15,9.33,69.39,32.93,1.24,0.0
20190804:0930,378.1,319.57,181.17,7.18,56.52,33.46,1.45,0.0
20190804:1030,252.54,190.37,147.38,5.0,43.2,33.54,1.38,0.0
20190804:1130,143.96,69.58,133.72,3.12,29.83,32.92,1.59,0.0
20190804:1230,48.62,14.22,68.92,1.37,16.59,31.52,2.28,0.0
20190804:1330,4.86,0.0,16.14,0.24,3.63,30.1,2.55,0.0
20190804:1430,0.0,0.0,0.0,0.0,0.0,29.25,3.24,0.0
20190804:1530,0.0,0.0,0.0,0.0,0.0,28.95,3.45,0.0
20190804:1630,0.0,0.0,0.0,0.0,0.0,28.79,3.31,0.0
20190804:1730,0.0,0.0,0.0,0.0,0.0,28.65,3.1,0.0
20190804:1830,0.0,0.0,0.0,0.0,0.0,28.53,3.38,0.0
20190804:1930,0.0,0.0,0.0,0.0,0.0,28.82,3.79,0.0
20190804:2030,0.0,0.0,0.0,0.0,0.0,28.42,3.86,0.0
20190804:2130,0.0,0.0,0.0,0.0,0.0,27.98,3.72,0.0
20190804:2230,0.0,0.0,0.0,0.0,0.0,27.62,3.79,0.0
20190804:2330,0.0,0.0,0.0,0.0,0.0,27.21,3.72,0.0
20190805:0030,0.0,0.0,0.0,0.0,-1.1,26.96,3.66,0.0
20190805:0130,29.89,3.93,51.0,0.92,11.73,26.88,3.38,0.0
20190805:0230,110.42,41.05,116.25,2.44,24.89,27.11,4.0,0.0
20190805:0330,171.3,73.55,153.66,3.35,38.24,27.93,4.9,0.0
20190805:0430,306.21,195.85,194.67,5.63,51.6,28.84,4.62,0.0
20190805:0530,394.9,261.47,244.54,7.15,64.71,30.26,4.14,0.0
20190805:0630,513.63,413.43,254.54,9.34,76.39,31.27,3.52,0.0
20190805:0730,454.67,371.24,219.72,8.26,79.25,32.68,3.66,0.0
20190805:0830,512.08,450.25,220.89,9.43,69.24,33.26,3.66,0.0
20190805:0930,412.86,324.75,214.64,7.71,56.4,33.62,3.66,0.0
20190805:1030,297.17,230.11,161.43,5.79,43.08,33.81,3.59,0.0
20190805:1130,165.38,84.41,146.02,3.54,29.71,33.71,3.66,0.0
20190805:1230,42.58,7.18,65.57,1.13,16.46,31.25,3.52,0.0
20190805:1330,2.88,0.0,12.44,0.19,3.49,29.83,3.31,0.0
20190805:1430,0.0,0.0,0.0,0.0,0.0,29.05,2.97,0.0
20190805:1530,0.0,0.0,0.0,0.0,0.0,28.8,3.31,0.0
20190805:1630,0.0,0.0,0.0,0.0,0.0,28.9,3.59,0.0
20190805:1730,0.0,0.0,0.0,0.0,0.0,28.8,3.72,0.0
20190805:1830,0.0,0.0,0.0,0.0,0.0,28.43,4.07,0.0
20190805:1930,0.0,0.0,0.0,0.0,0.0,27.41,4.21,0.0
20190805:2030,0.0,0.0,0.0,0.0,0.0,27.11,4.34,0.0
20190805:2130,0.0,0.0,0.0,0.0,0.0,26.96,4.41,0.0
20190805:2230,0.0,0.0,0.0,0.0,0.0,26.82,4.55,0.0
20190805:2330,0.0,0.0,0.0,0.0,0.0,26.67,4.48,0.0
20190806:0030,0.0,0.0,0.0,0.0,-1.21,26.5,4.34,0.0
20190806:0130,25.59,4.18,45.0,0.84,11.64,26.36,4.07,0.0
20190806:0230,99.95,44.37,100.02,2.26,24.81,26.54,4.41,0.0
20190806:0330,221.87,115.49,172.32,4.26,38.16,27.07,4.55,0.0
20190806:0430,300.44,183.36,198.32,5.49,51.53,27.76,4.55,0.0
20190806:0530,416.95,300.46,227.61,7.45,64.6,28.67,4.62,0.0
20190806:0630,486.06,360.93,261.38,8.69,76.2,29.96,4.48,0.0
20190806:0730,497.63,324.39,327.8,9.1,79.0,32.44,3.66,0.0
20190806:0830,412.49,275.53,263.67,7.58,69.07,33.28,3.52,0.0
20190806:0930,360.57,227.86,243.86,6.72,56.27,33.46,3.59,0.0
20190806:1030,259.78,137.87,204.92,5.01,42.96,32.86,3.93,0.0
20190806:1130,135.89,40.81,149.59,2.84,29.58,32.55,4.21,0.0
20190806:1230,55.39,6.75,82.8,1.37,16.33,32.24,4.21,0.0
20190806:1330,4.46,0.0,15.51,0.23,3.34,31.61,3.45,0.0
20190806:1430,0.0,0.0,0.0,0.0,0.0,30.74,3.24,0.0
20190806:1530,0.0,0.0,0.0,0.0,0.0,30.0,3.1,0.0
20190806:1630,0.0,0.0,0.0,0.0,0.0,29.43,3.17,0.0
20190806:1730,0.0,0.0,0.0,0.0,0.0,29.03,3.24,0.0
20190806:1830,0.0,0.0,0.0,0.0,0.0,28.67,3.31,0.0
20190806:1930,0.0,0.0,0.0,0.0,0.0,27.38,3.72,0.0
20190806:2030,0.0,0.0,0.0,0.0,0.0,26.59,3.52,0.0
20190806:2130,0.0,0.0,0.0,0.0,0.0,26.42,3.03,0.0
20190806:2230,0.0,0.0,0.0,0.0,0.0,26.21,2.83,0.0
20190806:2330,0.0,0.0,0.0,0.0,0.0,26.11,2.97,0.0
20190807:0030,0.0,0.0,0.0,0.0,-1.32,26.06,3.31,0.0
20190807:0130,30.25,6.63,50.25,1.03,11.55,26.11,3.1,0.0
20190807:0230,111.85,66.14,95.0,2.58,24.73,26.33,2.76,0.0
20190807:0330,173.34,90.94,138.32,3.39,38.09,26.67,2.9,0.0
20190807:0430,214.3,97.6,179.81,3.98,51.45,27.29,3.72,0.0
20190807:0530,397.16,254.57,251.28,7.13,64.5,28.15,3.45,0.0
20190807:0630,493.7,398.04,241.05,8.9,76.01,29.83,2.9,0.0
20190807:0730,462.86,358.58,245.62,8.41,78.73,31.55,2.69,0.0
20190807:0830,513.63,442.34,233.92,9.46,68.9,32.09,2.62,0.0
20190807:0930,363.12,259.39,217.16,6.78,56.13,33.05,2.48,0.0
20190807:1030,280.99,187.01,184.45,5.44,42.83,33.09,2.76,0.0
20190807:1130,144.05,81.55,121.31,3.12,29.46,32.74,2.97,0.0
20190807:1230,54.57,19.41,72.74,1.55,16.19,30.44,2.76,0.0
20190807:1330,2.23,0.0,11.15,0.17,3.19,30.0,1.79,0.0
20190807:1430,0.0,0.0,0.0,0.0,0.0,29.51,1.45,0.0
20190807:1530,0.0,0.0,0.0,0.0,0.0,28.74,1.86,0.0
20190807:1630,0.0,0.0,0.0,0.0,0.0,28.22,1.79,0.0
20190807:1730,0.0,0.0,0.0,0.0,0.0,27.79,1.52,0.0
20190807:1830,0.0,0.0,0.0,0.0,0.0,27.32,0.9,0.0
20190807:1930,0.0,0.0,0.0,0.0,0.0,26.57,2.41,0.0
20190807:2030,0.0,0.0,0.0,0.0,0.0,26.41,2.21,0.0
20190807:2130,0.0,0.0,0.0,0.0,0.0,26.13,1.86,0.0
20190807:2230,0.0,0.0,0.0,0.0,0.0,25.94,1.93,0.0
20190807:2330,0.0,0.0,0.0,0.0,0.0,25.7,1.93,0.0
20190808:0030,0.0,0.0,0.0,0.0,-1.43,25.51,1.66,0.0
20190808:0130,23.74,6.69,41.38,0.89,11.45,25.44,1.1,0.0
20190808:0230,89.56,28.02,102.32,1.98,24.65,25.84,1.24,0.0
20190808:0330,178.7,74.09,162.34,3.47,38.01,26.33,1.86,0.0
20190808:0430,282.32,141.89,222.12,5.21,51.36,27.48,2.0,0.0
20190808:0530,227.28,77.62,220.85,4.24,64.39,28.92,1.66,0.0
20190808:0630,518.7,372.44,317.37,9.59,75.82,29.69,1.24,0.0
20190808:0730,493.76,389.93,270.59,9.17,78.46,32.15,1.31,0.0
20190808:0830,460.98,342.28,273.29,8.6,68.72,32.52,1.31,0.0
20190808:0930,438.24,338.23,245.32,8.27,55.99,32.78,1.45,0.0
20190808:1030,273.11,181.17,182.39,5.31,42.7,33.05,1.66,0.0
20190808:1130,145.11,72.49,132.19,3.12,29.32,32.77,1.59,0.0
20190808:1230,40.07,9.55,61.01,1.12,16.05,32.04,1.59,0.0
20190808:1330,1.16,0.0,8.83,0.13,3.04,30.81,2.21,0.0
20190808:1430,0.0,0.0,0.0,0.0,0.0,28.96,2.69,0.0
20190808:1530,0.0,0.0,0.0,0.0,0.0,27.93,1.86,0.0
20190808:1630,0.0,0.0,0.0,0.0,0.0,27.79,0.76,0.0
20190808:1730,0.0,0.0,0.0,0.0,0.0,27.52,0.0,0.0
20190808:1830,0.0,0.0,0.0,0.0,0.0,27.2,0.62,0.0
20190808:1930,0.0,0.0,0.0,0.0,0.0,26.4,0.55,0.0
20190808:2030,0.0,0.0,0.0,0.0,0.0,26.16,1.03,0.0
20190808:2130,0.0,0.0,0.0,0.0,0.0,26.27,1.72,0.0
20190808:2230,0.0,0.0,0.0,0.0,0.0,26.67,2.76,0.0
20190808:2330,0.0,0.0,0.0,0.0,0.0,26.92,3.1,0.0
20190809:0030,0.0,0.0,0.0,0.0,-1.54,27.22,3.52,0.0
20190809:0130,33.89,5.72,55.65,1.05,11.36,27.46,3.93,0.0
20190809:0230,122.76,55.57,118.83,2.72,24.57,28.1,3.52,0.0
20190809:0330,177.79,87.89,148.2,3.47,37.94,29.05,4.97,0.0
20190809:0430,278.48,171.61,185.22,5.1,51.28,29.44,5.03,0.0
20190809:0530,362.59,219.09,243.36,6.5,64.28,29.97,5.03,0.0
20190809:0630,508.58,390.07,261.71,9.04,75.62,30.8,5.24,0.0
20190809:0730,497.84,382.56,257.52,8.87,78.18,31.77,5.38,0.0
20190809:0830,426.73,295.89,252.47,7.66,68.54,32.19,5.52,0.0
20190809:0930,390.62,286.01,212.62,7.07,55.85,31.01,5.59,0.0
20190809:1030,295.3,220.33,162.39,5.6,42.57,32.08,5.86,0.0
20190809:1130,172.82,130.94,107.64,3.74,29.19,31.89,5.72,0.0
20190809:1230,34.32,17.37,47.85,1.12,15.91,31.53,5.38,0.0
20190809:1330,2.36,0.0,11.41,0.17,2.88,30.28,4.69,0.0
20190809:1430,0.0,0.0,0.0,0.0,0.0,29.61,5.1,0.0
20190809:1530,0.0,0.0,0.0,0.0,0.0,29.11,4.97,0.0
20190809:1630,0.0,0.0,0.0,0.0,0.0,28.74,4.62,0.0
20190809:1730,0.0,0.0,0.0,0.0,0.0,28.36,4.48,0.0
20190809:1830,0.0,0.0,0.0,0.0,0.0,27.93,4.62,0.0
20190809:1930,0.0,0.0,0.0,0.0,0.0,27.52,4.21,0.0
20190809:2030,0.0,0.0,0.0,0.0,0.0,27.11,3.72,0.0
20190809:2130,0.0,0.0,0.0,0.0,0.0,26.72,3.66,0.0
20190809:2230,0.0,0.0,0.0,0.0,0.0,26.44,3.72,0.0
20190809:2330,0.0,0.0,0.0,0.0,0.0,26.19,3.66,0.0
20190810:0030,0.0,0.0,0.0,0.0,-1.64,26.02,3.93,0.0
20190810:0130,19.12,2.33,36.73,0.62,11.27,25.95,3.59,0.0
20190810:0230,102.61,47.52,100.17,2.29,24.5,26.37,4.07,0.0
20190810:0330,203.28,109.42,155.33,3.89,37.86,27.21,5.24,0.0
20190810:0430,224.46,118.1,171.37,4.14,51.2,28.11,4.83,0.0
20190810:0530,198.1,79.66,179.17,3.67,64.17,28.82,4.69,0.0
20190810:0630,296.16,170.18,206.81,5.28,75.42,28.76,4.83,0.0
20190810:0730,484.89,340.93,274.77,8.53,77.9,28.85,5.03,0.0
20190810:0830,407.5,236.33,283.37,7.27,68.35,30.48,5.86,0.0
20190810:0930,313.74,144.77,258.68,5.72,55.69,31.29,6.69,0.0
20190810:1030,180.25,84.32,154.84,3.47,42.42,30.86,7.59,0.0
20190810:1130,131.8,46.5,136.41,2.73,29.04,30.08,6.41,0.0
20190810:1230,57.99,31.26,68.83,1.78,15.76,29.96,6.0,0.0
20190810:1330,3.02,0.0,12.71,0.19,2.72,29.41,4.83,0.0
20190810:1430,0.0,0.0,0.0,0.0,0.0,28.84,4.41,0.0
20190810:1530,0.0,0.0,0.0,0.0,0.0,28.27,4.34,0.0
20190810:1630,0.0,0.0,0.0,0.0,0.0,27.72,4.34,0.0
20190810:1730,0.0,0.0,0.0,0.0,0.0,27.22,4.28,0.0
20190810:1830,0.0,0.0,0.0,0.0,0.0,26.75,4.48,0.0
20190810:1930,0.0,0.0,0.0,0.0,0.0,26.53,5.1,0.0
20190810:2030,0.0,0.0,0.0,0.0,0.0,26.07,5.1,0.0
20190810:2130,0.0,0.0,0.0,0.0,0.0,25.67,4.83,0.0
20190810:2230,0.0,0.0,0.0,0.0,0.0,25.33,4.34,0.0
20190810:2330,0.0,0.0,0.0,0.0,0.0,25.09,3.86,0.0
20190811:0030,0.0,0.0,0.0,0.0,-1.75,24.94,3.86,0.0
20190811:0130,23.56,4.94,41.62,0.8,11.18,24.91,3.86,0.0
20190811:0230,99.36,35.51,106.42,2.16,24.42,25.34,4.28,0.0
20190811:0330,109.19,1.18,149.79,2.17,37.79,26.25,5.45,0.0
20190811:0430,147.69,40.99,155.7,2.82,51.12,26.74,5.03,0.0
20190811:0530,144.14,6.54,187.61,2.78,64.06,27.34,4.55,0.0
20190811:0630,337.72,98.87,332.81,6.09,75.21,27.65,4.0,0.0
20190811:0730,334.02,151.54,278.42,6.02,77.62,29.56,3.52,0.0
20190811:0830,215.88,85.99,196.83,4.0,68.15,29.65,3.17,0.0
20190811:0930,136.74,48.97,136.73,2.65,55.54,29.07,2.97,0.0
20190811:1030,123.99,58.81,111.41,2.47,42.28,28.88,3.1,0.0
20190811:1130,83.8,27.94,94.63,1.82,28.9,28.45,3.59,0.0
20190811:1230,37.77,13.81,53.98,1.12,15.6,28.07,3.72,0.0
20190811:1330,1.89,0.0,10.34,0.16,2.55,27.6,3.1,0.0
20190811:1430,0.0,0.0,0.0,0.0,0.0,27.05,2.34,0.0
20190811:1530,0.0,0.0,0.0,0.0,0.0,26.75,2.14,0.0
20190811:1630,0.0,0.0,0.0,0.0,0.0,26.37,2.34,0.0
20190811:1730,0.0,0.0,0.0,0.0,0.0,26.14,2.55,0.0
20190811:1830,0.0,0.0,0.0,0.0,0.0,25.95,2.62,0.0
20190811:1930,0.0,0.0,0.0,0.0,0.0,26.5,3.17,0.0
20190811:2030,0.0,0.0,0.0,0.0,0.0,26.28,3.1,0.0
20190811:2130,0.0,0.0,0.0,0.0,0.0,26.08,3.17,0.0
20190811:2230,0.0,0.0,0.0,0.0,0.0,25.88,3.31,0.0
20190811:2330,0.0,0.0,0.0,0.0,0.0,25.73,3.52,0.0
20190812:0030,0.0,0.0,0.0,0.0,-1.86,25.52,3.31,0.0
20190812:0130,13.39,1.07,28.93,0.46,11.09,25.42,3.31,0.0
20190812:0230,72.04,11.22,95.36,1.57,24.34,25.5,3.38,0.0
20190812:0330,210.43,102.75,170.27,3.99,37.71,25.97,3.66,0.0
20190812:0430,299.38,214.09,164.49,5.38,51.03,27.0,4.07,0.0
20190812:0530,407.02,301.88,212.75,7.17,63.94,28.11,4.21,0.0
20190812:0630,423.3,322.88,215.02,7.44,74.99,29.29,4.28,0.0
20190812:0730,431.1,301.85,248.5,7.61,77.32,29.66,4.21,0.0
20190812:0830,449.33,332.31,243.26,7.99,67.95,30.28,4.28,0.0
20190812:0930,357.85,201.86,259.63,6.51,55.37,31.01,4.28,0.0
20190812:1030,171.66,35.9,195.66,3.33,42.13,31.44,4.21,0.0
20190812:1130,148.16,86.07,119.87,3.14,28.75,31.0,4.34,0.0
20190812:1230,57.22,27.94,70.42,1.7,15.44,30.61,4.48,0.0
20190812:1330,3.46,0.0,13.55,0.2,2.38,29.87,3.79,0.0
20190812:1430,0.0,0.0,0.0,0.0,0.0,28.86,3.45,0.0
20190812:1530,0.0,0.0,0.0,0.0,0.0,28.43,3.24,0.0
20190812:1630,0.0,0.0,0.0,0.0,0.0,28.09,2.97,0.0
20190812:1730,0.0,0.0,0.0,0.0,0.0,27.73,2.69,0.0
20190812:1830,0.0,0.0,0.0,0.0,0.0,27.28,2.76,0.0
20190812:1930,0.0,0.0,0.0,0.0,0.0,26.81,3.03,0.0
20190812:2030,0.0,0.0,0.0,0.0,0.0,26.54,3.31,0.0
20190812:2130,0.0,0.0,0.0,0.0,0.0,26.22,3.59,0.0
20190812:2230,0.0,0.0,0.0,0.0,0.0,25.9,3.66,0.0
20190812:2330,0.0,0.0,0.0,0.0,0.0,25.57,3.72,0.0
20190813:0030,0.0,0.0,0.0,0.0,-1.96,25.35,3.66,0.0
20190813:0130,31.43,10.3,49.96,1.13,11.01,25.28,3.45,0.0
20190813:0230,144.27,82.26,118.52,3.15,24.26,25.86,3.86,0.0
20190813:0330,288.27,203.52,164.91,5.41,37.63,27.07,4.83,0.0
20190813:0430,398.45,294.57,210.94,7.15,50.95,28.59,4.55,0.0
20190813:0530,434.6,282.43,274.72,7.75,63.82,29.55,3.86,0.0
20190813:0630,504.64,410.72,241.28,8.97,74.78,30.32,3.52,0.0
20190813:0730,595.88,544.24,241.8,10.77,77.03,31.1,2.97,0.0
20190813:0830,570.84,547.23,203.75,10.36,67.74,31.94,3.17,0.0
20190813:0930,472.11,438.32,176.36,8.63,55.2,32.52,3.52,0.0
20190813:1030,335.94,291.23,147.29,6.37,41.97,32.78,3.79,0.0
20190813:1130,193.56,149.23,117.79,4.13,28.59,32.69,3.93,0.0
20190813:1230,56.61,34.44,65.98,1.79,15.28,32.21,3.86,0.0
20190813:1330,3.03,0.0,12.8,0.19,2.2,31.29,3.1,0.0
20190813:1430,0.0,0.0,0.0,0.0,0.0,30.04,3.1,0.0
20190813:1530,0.0,0.0,0.0,0.0,0.0,29.2,3.31,0.0
20190813:1630,0.0,0.0,0.0,0.0,0.0,28.54,3.31,0.0
20190813:1730,0.0,0.0,0.0,0.0,0.0,28.03,3.38,0.0
20190813:1830,0.0,0.0,0.0,0.0,0.0,27.62,3.45,0.0
20190813:1930,0.0,0.0,0.0,0.0,0.0,27.8,4.14,0.0
20190813:2030,0.0,0.0,0.0,0.0,0.0,27.48,4.48,0.0
20190813:2130,0.0,0.0,0.0,0.0,0.0,27.11,3.93,0.0
20190813:2230,0.0,0.0,0.0,0.0,0.0,26.7,3.52,0.0
20190813:2330,0.0,0.0,0.0,0.0,0.0,26.38,3.72,0.0
20190814:0030,0.0,0.0,0.0,0.0,-2.07,26.09,3.93,0.0
20190814:0130,27.26,1.15,48.32,0.74,10.92,25.9,3.45,0.0
20190814:0230,84.11,11.09,110.53,1.78,24.18,26.2,4.14,0.0
20190814:0330,126.02,5.96,166.06,2.47,37.56,27.03,4.69,0.0
20190814:0430,214.22,74.3,203.97,3.96,50.86,27.75,4.14,0.0
20190814:0530,226.28,71.51,222.0,4.15,63.7,28.45,4.55,0.0
20190814:0630,160.7,39.35,175.56,3.05,74.55,29.09,4.07,0.0
20190814:0730,134.84,6.83,177.17,2.64,76.73,28.4,3.59,0.0
20190814:0830,162.01,10.93,206.41,3.11,67.52,28.35,3.17,0.0
20190814:0930,96.74,0.0,137.51,1.98,55.03,28.3,3.1,0.0
20190814:1030,91.99,18.6,112.26,1.88,41.81,27.46,2.69,0.0
20190814:1130,33.42,0.0,57.26,0.82,28.43,27.15,3.24,0.0
20190814:1230,11.88,1.05,26.54,0.41,15.12,26.54,3.66,0.0
20190814:1330,0.0,0.0,4.86,0.07,2.02,26.09,3.31,0.0
20190814:1430,0.0,0.0,0.0,0.0,0.0,25.76,3.45,0.0
20190814:1530,0.0,0.0,0.0,0.0,0.0,25.72,3.52,0.0
20190814:1630,0.0,0.0,0.0,0.0,0.0,25.47,3.24,0.0
20190814:1730,0.0,0.0,0.0,0.0,0.0,25.24,3.03,0.0
20190814:1830,0.0,0.0,0.0,0.0,0.0,25.04,2.55,0.0
20190814:1930,0.0,0.0,0.0,0.0,0.0,24.92,2.55,0.0
20190814:2030,0.0,0.0,0.0,0.0,0.0,24.77,2.62,0.0
20190814:2130,0.0,0.0,0.0,0.0,0.0,24.7,2.76,0.0
20190814:2230,0.0,0.0,0.0,0.0,0.0,24.59,2.76,0.0
20190814:2330,0.0,0.0,0.0,0.0,0.0,24.59,2.9,0.0
20190815:0030,0.0,0.0,0.0,0.0,-2.17,24.58,2.97,0.0
20190815:0130,13.06,0.02,28.81,0.41,10.83,24.76,2.9,0.0
20190815:0230,41.45,3.06,64.43,0.98,24.1,25.11,2.34,0.0
20190815:0330,125.11,20.03,150.26,2.45,37.48,25.52,2.48,0.0
20190815:0430,127.24,6.83,166.72,2.49,50.77,26.3,2.34,0.0
20190815:0530,109.4,0.29,152.2,2.19,63.57,26.98,2.14,0.0
20190815:0630,112.85,1.56,155.59,2.26,74.33,27.47,1.79,0.0
20190815:0730,151.79,12.18,192.57,2.93,76.42,27.67,2.0,0.0
20190815:0830,259.79,68.28,269.15,4.77,67.3,28.27,2.62,0.0
20190815:0930,255.05,61.43,271.41,4.73,54.85,29.3,3.1,0.0
20190815:1030,167.76,42.6,182.75,3.24,41.64,29.81,3.31,0.0
20190815:1130,50.07,0.0,78.99,1.13,28.27,27.86,3.59,0.0
20190815:1230,13.0,0.0,28.91,0.42,14.94,26.46,2.83,0.0
20190815:1330,0.0,0.0,2.32,0.03,1.84,26.15,2.55,0.0
20190815:1430,0.0,0.0,0.0,0.0,0.0,25.77,2.28,0.0
20190815:1530,0.0,0.0,0.0,0.0,0.0,25.59,2.14,0.0
20190815:1630,0.0,0.0,0.0,0.0,0.0,25.41,2.83,0.0
20190815:1730,0.0,0.0,0.0,0.0,0.0,25.17,3.03,0.0
20190815:1830,0.0,0.0,0.0,0.0,0.0,25.08,2.55,0.0
20190815:1930,0.0,0.0,0.0,0.0,0.0,25.2,2.34,0.0
20190815:2030,0.0,0.0,0.0,0.0,0.0,25.19,2.28,0.0
20190815:2130,0.0,0.0,0.0,0.0,0.0,25.32,2.83,0.0
20190815:2230,0.0,0.0,0.0,0.0,0.0,25.35,2.76,0.0
20190815:2330,0.0,0.0,0.0,0.0,0.0,25.39,2.9,0.0
20190816:0030,0.0,0.0,0.0,0.0,-2.28,25.37,3.17,0.0
20190816:0130,4.21,0.0,14.73,0.21,10.74,25.24,3.03,0.0
20190816:0230,28.87,0.83,50.08,0.73,24.02,25.21,2.48,0.0
20190816:0330,33.69,0.18,57.08,0.82,37.4,25.56,2.97,0.0
20190816:0430,87.35,1.61,122.94,1.79,50.68,25.84,2.97,0.0
20190816:0530,74.53,0.0,109.16,1.57,63.44,26.52,3.1,0.0
20190816:0630,126.19,23.71,148.16,2.45,74.1,26.98,2.9,0.0
20190816:0730,96.53,13.0,122.58,1.94,76.11,26.8,4.69,0.0
20190816:0830,47.58,0.0,75.12,1.08,67.07,25.76,4.28,0.0
20190816:0930,21.59,0.0,40.99,0.59,54.66,25.29,3.72,0.0
20190816:1030,19.13,0.0,37.58,0.54,41.47,25.35,3.17,0.0
20190816:1130,9.7,0.0,23.83,0.34,28.1,25.65,3.38,0.0
20190816:1230,4.11,0.0,14.59,0.21,14.77,25.91,3.38,0.0
