time,T2M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN
2020040214,33.23,18.68,4.92,97.36,741.5
2020040215,32.74,18.76,5.0,97.34,549.5
2020040216,31.7,19.53,4.75,97.35,330.17
2020040217,29.62,22.79,3.48,97.39,117.78
2020040218,25.5,31.35,2.99,97.45,3.9
2020040219,24.16,32.7,3.21,97.53,0.0
2020040220,23.16,32.99,3.29,97.6,0.0
2020040221,22.16,32.86,3.32,97.65,0.0
2020040222,21.19,32.45,3.32,97.66,0.0
2020040223,20.28,32.15,3.33,97.64,0.0
2020040300,19.42,32.25,3.34,97.62,0.0
2020040301,18.65,32.88,3.38,97.59,0.0
2020040302,17.97,34.23,3.44,97.56,0.0
2020040303,17.35,36.22,3.48,97.55,0.0
2020040304,16.78,38.79,3.44,97.58,0.0
2020040305,16.25,41.49,3.31,97.63,0.0
2020040306,17.73,39.03,3.36,97.69,63.65
2020040307,20.93,32.13,3.95,97.76,271.88
2020040308,25.23,24.68,2.54,97.8,502.23
2020040309,30.4,17.28,1.41,97.8,711.22
2020040310,32.37,15.29,2.37,97.76,876.4
2020040311,33.61,13.89,2.86,97.69,960.03
2020040312,34.43,12.94,3.31,97.61,994.75
2020040313,34.83,12.31,3.66,97.52,937.0
2020040314,34.73,12.14,3.87,97.44,758.35
2020040315,34.2,12.18,3.94,97.4,545.08
2020040316,33.16,12.82,3.88,97.41,318.1
2020040317,30.69,16.8,2.71,97.45,110.07
2020040318,26.4,23.59,2.89,97.49,3.75
2020040319,24.92,24.38,3.15,97.54,0.0
2020040320,23.8,24.45,3.31,97.59,0.0
2020040321,22.82,23.98,3.39,97.63,0.0
2020040322,21.92,23.67,3.38,97.64,0.0
2020040323,21.07,23.81,3.29,97.62,0.0
2020040400,20.31,24.42,3.14,97.58,0.0
2020040401,19.71,25.33,2.93,97.55,0.0
2020040402,19.28,26.15,2.73,97.52,0.0
2020040403,18.94,26.78,2.6,97.51,0.0
2020040404,18.55,27.37,2.58,97.52,0.0
2020040405,18.02,28.08,2.7,97.56,0.0
2020040406,19.37,26.24,2.62,97.63,59.03
2020040407,23.19,18.85,4.06,97.71,255.1
2020040408,27.43,15.56,3.16,97.77,488.85
2020040409,31.72,15.46,1.58,97.79,711.65
2020040410,33.49,15.23,1.88,97.77,904.17
2020040411,34.72,14.41,2.3,97.7,989.22
2020040412,35.5,13.79,2.61,97.6,1015.45
2020040413,35.86,13.4,2.98,97.5,952.1
2020040414,35.83,13.28,3.32,97.41,820.33
2020040415,35.44,13.18,3.59,97.35,626.92
2020040416,34.5,13.74,3.67,97.35,371.0
2020040417,32.21,17.3,2.65,97.38,124.97
2020040418,28.1,24.2,2.66,97.42,3.9
2020040419,26.75,25.85,2.8,97.47,0.0
2020040420,25.73,27.23,2.85,97.53,0.0
2020040421,24.92,28.34,2.79,97.56,0.0
2020040422,24.25,29.24,2.66,97.57,0.0
2020040423,23.65,29.94,2.55,97.54,0.0
2020040500,22.93,30.87,2.56,97.51,0.0
2020040501,22.08,31.96,2.7,97.46,0.0
2020040502,21.24,33.02,2.98,97.43,0.0
2020040503,20.58,33.73,3.29,97.4,0.0
2020040504,20.1,34.23,3.5,97.43,0.0
2020040505,19.7,34.7,3.74,97.49,0.0
2020040506,21.17,31.65,4.98,97.55,67.93
2020040507,23.93,26.73,5.86,97.6,280.2
2020040508,28.49,20.22,5.23,97.64,527.17
2020040509,33.76,14.72,5.66,97.64,734.38
2020040510,35.71,13.6,5.83,97.61,887.22
2020040511,36.9,12.94,6.31,97.55,972.72
2020040512,37.56,12.54,6.89,97.47,1003.22
2020040513,37.78,12.43,7.43,97.39,941.03
2020040514,37.57,12.56,7.7,97.31,809.38
2020040515,37.04,12.92,7.7,97.25,620.35
2020040516,36.09,13.63,7.43,97.23,364.6
2020040517,34.0,16.01,5.35,97.24,123.65
2020040518,29.57,21.86,3.64,97.29,4.35
2020040519,28.14,24.33,3.53,97.37,0.0
2020040520,27.02,27.31,3.72,97.46,0.0
2020040521,25.89,31.31,4.48,97.54,0.0
2020040522,24.9,35.69,5.27,97.58,0.0
2020040523,23.84,40.24,5.2,97.58,0.0
2020040600,23.05,43.94,4.93,97.53,0.0
2020040601,22.25,47.5,4.46,97.5,0.0
2020040602,21.38,51.12,3.76,97.47,0.0
2020040603,20.47,54.19,3.13,97.48,0.0
2020040604,19.77,55.86,2.79,97.51,0.0
2020040605,19.22,56.51,2.68,97.56,0.0
2020040606,20.83,50.17,2.81,97.62,68.0
2020040607,23.9,40.97,3.48,97.68,265.35
2020040608,28.22,30.29,2.67,97.72,497.65
2020040609,31.75,21.05,1.75,97.74,716.97
2020040610,33.73,16.54,1.52,97.72,896.95
2020040611,35.23,13.79,1.59,97.67,977.1
2020040612,36.25,12.04,1.81,97.58,1002.1
2020040613,36.74,11.1,2.11,97.47,938.4
2020040614,36.76,10.7,2.35,97.38,809.9
2020040615,36.31,10.76,2.62,97.31,617.3
2020040616,35.4,11.01,2.95,97.29,370.15
2020040617,33.09,13.63,2.5,97.31,124.25
2020040618,28.65,19.34,2.99,97.34,3.83
2020040619,27.16,20.85,3.36,97.4,0.0
2020040620,26.14,22.29,3.52,97.46,0.0
2020040621,25.19,24.18,3.54,97.5,0.0
2020040622,24.28,26.4,3.48,97.5,0.0
2020040623,23.41,28.78,3.37,97.46,0.0
2020040700,22.64,30.93,3.22,97.4,0.0
2020040701,21.97,32.72,3.05,97.33,0.0
2020040702,21.38,34.15,3.04,97.29,0.0
2020040703,20.84,35.36,3.16,97.27,0.0
2020040704,20.55,36.0,3.25,97.28,0.0
2020040705,20.32,36.47,3.31,97.32,0.0
2020040706,22.01,33.0,3.45,97.37,72.32
2020040707,25.27,26.89,5.27,97.41,288.4
2020040708,29.01,21.13,4.66,97.43,537.85
2020040709,34.22,13.45,3.8,97.43,732.47
2020040710,35.95,12.29,3.88,97.39,865.08
2020040711,36.93,11.94,3.98,97.32,944.4
2020040712,37.55,11.82,3.97,97.22,971.72
2020040713,37.84,11.84,3.86,97.11,882.4
2020040714,37.67,11.89,4.07,97.01,755.53
2020040715,37.08,12.07,4.41,96.95,556.08
2020040716,36.05,12.59,4.69,96.94,328.88
2020040717,33.76,15.03,3.42,96.96,124.9
2020040718,29.58,20.47,3.07,97.0,4.6
2020040719,28.1,22.6,2.92,97.07,0.0
2020040720,26.92,25.5,2.89,97.14,0.0
2020040721,25.69,29.89,3.71,97.21,0.0
2020040722,24.49,35.54,4.47,97.25,0.0
2020040723,23.48,42.64,5.63,97.26,0.0
2020040800,22.29,51.53,6.2,97.26,0.0
2020040801,21.37,59.54,6.13,97.25,0.0
2020040802,20.66,65.23,5.3,97.25,0.0
2020040803,20.04,68.44,4.09,97.26,0.0
2020040804,19.42,70.39,3.09,97.28,0.0
2020040805,18.78,71.73,2.5,97.33,0.0
2020040806,19.77,65.93,3.07,97.38,66.3
2020040807,22.08,55.83,2.85,97.44,260.75
2020040808,27.03,36.13,2.04,97.49,499.7
2020040809,30.46,25.71,1.81,97.53,716.65
2020040810,32.84,19.5,2.61,97.54,877.67
2020040811,34.48,15.97,3.72,97.51,958.4
2020040812,35.42,14.13,4.68,97.45,977.9
2020040813,35.65,13.3,5.41,97.38,834.8
2020040814,35.27,13.0,5.88,97.31,680.28
2020040815,34.51,13.21,5.97,97.26,562.92
2020040816,33.23,14.12,5.8,97.26,331.77
2020040817,31.23,16.33,4.89,97.3,110.38
2020040818,27.13,22.79,3.32,97.38,4.1
2020040819,25.58,26.22,3.46,97.46,0.0
2020040820,24.56,28.74,3.49,97.52,0.0
2020040821,23.61,30.97,3.44,97.56,0.0
2020040822,22.75,33.02,3.38,97.55,0.0
2020040823,21.97,34.97,3.36,97.53,0.0
2020040900,21.29,37.05,3.39,97.49,0.0
2020040901,20.68,39.15,3.44,97.43,0.0
2020040902,20.16,41.27,3.52,97.4,0.0
2020040903,19.67,43.42,3.53,97.41,0.0
2020040904,19.18,45.55,3.42,97.44,0.0
2020040905,18.75,47.32,3.35,97.49,0.0
2020040906,20.37,43.08,4.03,97.56,75.18
2020040907,23.25,36.1,4.2,97.63,287.75
2020040908,27.73,26.55,3.18,97.67,533.42
2020040909,31.38,20.2,1.23,97.69,732.58
2020040910,33.42,17.81,1.42,97.65,866.47
2020040911,34.93,15.94,1.86,97.55,959.95
2020040912,35.96,14.55,2.31,97.45,962.38
2020040913,36.52,13.77,2.77,97.35,902.9
2020040914,36.51,13.48,3.1,97.26,759.22
2020040915,35.82,13.84,3.26,97.21,558.53
2020040916,34.77,14.41,3.25,97.21,321.67
2020040917,32.94,16.68,2.35,97.25,113.62
2020040918,29.33,21.79,2.41,97.32,4.53
2020040919,27.79,23.72,2.58,97.39,0.0
2020040920,26.6,25.09,2.76,97.45,0.0
2020040921,25.49,26.61,3.01,97.48,0.0
2020040922,24.5,28.07,3.19,97.47,0.0
2020040923,23.7,29.34,3.29,97.45,0.0
2020041000,23.05,30.27,3.38,97.39,0.0
2020041001,22.53,30.94,3.5,97.33,0.0
2020041002,22.07,31.45,3.54,97.29,0.0
2020041003,21.61,31.99,3.53,97.28,0.0
2020041004,21.23,32.38,3.51,97.31,0.0
2020041005,20.82,32.98,3.44,97.38,0.0
2020041006,22.58,29.58,3.78,97.46,71.3
2020041007,25.61,24.49,4.75,97.54,258.52
2020041008,29.61,19.43,4.58,97.59,486.7
2020041009,33.97,15.01,5.49,97.6,717.67
2020041010,36.47,13.12,5.76,97.58,864.47
2020041011,38.07,12.28,5.89,97.54,945.45
2020041012,38.98,12.02,5.85,97.45,1000.3
2020041013,39.31,12.1,5.76,97.35,866.58
2020041014,39.2,12.42,5.58,97.28,693.45
2020041015,38.58,13.0,5.41,97.23,457.33
2020041016,37.51,13.94,5.35,97.22,255.62
2020041017,35.54,16.2,4.0,97.26,85.57
2020041018,31.71,21.28,3.19,97.35,4.43
2020041019,30.19,23.62,3.28,97.43,0.0
2020041020,28.98,26.05,3.42,97.53,0.0
2020041021,27.99,28.68,3.53,97.59,0.0
2020041022,27.07,31.36,3.7,97.62,0.0
2020041023,26.11,34.01,3.58,97.61,0.0
2020041100,25.12,36.64,3.39,97.59,0.0
2020041101,24.24,39.02,3.16,97.56,0.0
2020041102,23.43,40.9,2.83,97.54,0.0
2020041103,22.86,41.56,2.56,97.54,0.0
2020041104,22.65,40.75,2.23,97.57,0.0
2020041105,22.9,38.77,1.78,97.63,0.0
2020041106,24.32,35.31,1.22,97.7,82.28
2020041107,26.67,29.53,1.05,97.78,287.4
2020041108,29.58,24.94,0.19,97.83,533.22
2020041109,34.36,19.87,2.9,97.87,719.65
2020041110,36.19,18.51,4.35,97.86,857.42
2020041111,37.3,17.97,5.26,97.8,913.75
2020041112,37.88,18.06,5.95,97.73,928.9
2020041113,38.04,18.45,6.39,97.65,873.97
2020041114,37.9,18.84,6.6,97.58,740.5
2020041115,37.34,19.2,6.49,97.54,498.12
2020041116,36.36,19.69,6.12,97.54,299.0
2020041117,34.76,21.03,4.82,97.57,114.22
2020041118,31.0,26.26,3.1,97.6,6.25
2020041119,29.53,28.09,3.19,97.64,0.0
2020041120,28.56,29.29,3.24,97.69,0.0
2020041121,27.66,30.78,3.27,97.7,0.0
2020041122,26.76,32.89,3.27,97.69,0.0
2020041123,25.84,35.79,3.24,97.67,0.0
2020041200,24.88,39.76,3.17,97.64,0.0
2020041201,24.03,44.26,3.05,97.6,0.0
2020041202,23.28,48.94,2.91,97.57,0.0
2020041203,22.67,53.2,2.78,97.56,0.0
2020041204,22.18,56.67,2.68,97.57,0.0
2020041205,21.86,58.99,2.56,97.6,0.0
2020041206,23.54,53.73,2.8,97.64,77.05
2020041207,25.82,46.58,3.09,97.7,271.5
2020041208,29.53,35.42,1.86,97.74,520.67
2020041209,33.73,23.8,2.86,97.75,724.5
2020041210,35.6,20.8,4.01,97.73,872.58
2020041211,37.07,19.13,4.62,97.66,948.08
2020041212,38.0,18.31,5.03,97.56,1009.6
2020041213,38.44,18.13,5.36,97.44,940.95
2020041214,38.47,18.2,5.53,97.34,808.0
2020041215,37.97,18.74,5.46,97.29,621.95
2020041216,37.0,19.8,5.31,97.28,366.92
2020041217,35.46,21.66,4.45,97.32,130.3
2020041218,31.77,27.78,2.78,97.37,5.43
2020041219,30.33,30.71,2.74,97.43,0.0
2020041220,29.44,32.64,2.65,97.47,0.0
2020041221,28.65,34.33,2.56,97.49,0.0
2020041222,27.98,35.77,2.41,97.47,0.0
2020041223,27.54,36.69,2.19,97.43,0.0
2020041300,27.21,37.25,1.98,97.37,0.0
2020041301,26.81,37.89,1.9,97.31,0.0
2020041302,26.33,38.64,1.88,97.26,0.0
2020041303,25.9,39.35,1.76,97.24,0.0
2020041304,25.67,39.66,1.56,97.25,0.0
2020041305,25.61,39.59,1.17,97.3,0.0
2020041306,26.08,38.8,0.85,97.37,86.5
2020041307,27.97,34.5,1.8,97.43,289.83
2020041308,32.33,25.63,2.87,97.47,548.45
2020041309,35.77,20.0,3.2,97.47,748.3
2020041310,38.0,17.19,3.35,97.44,899.95
2020041311,39.6,15.42,3.82,97.38,970.65
2020041312,40.6,14.14,4.12,97.28,911.38
2020041313,41.08,13.27,4.49,97.16,804.17
2020041314,40.87,12.76,5.29,97.07,644.9
2020041315,39.8,12.66,5.91,97.02,469.1
2020041316,38.5,12.55,6.52,97.02,270.67
2020041317,36.71,12.83,6.23,97.06,103.93
2020041318,34.12,13.68,5.76,97.14,4.93
2020041319,32.33,14.24,5.84,97.22,0.0
2020041320,30.55,15.7,4.93,97.29,0.0
2020041321,29.44,17.53,4.28,97.32,0.0
2020041322,28.72,19.65,3.93,97.32,0.0
2020041323,28.23,21.84,3.81,97.3,0.0
2020041400,27.81,23.79,3.84,97.28,0.0
2020041401,26.82,26.13,3.63,97.27,0.0
2020041402,25.8,27.98,3.4,97.25,0.0
2020041403,24.95,29.33,3.09,97.24,0.0
2020041404,24.81,29.38,2.65,97.25,0.0
2020041405,25.19,28.63,2.19,97.29,0.0
2020041406,26.55,27.02,1.97,97.35,69.97
2020041407,29.39,22.15,3.42,97.41,209.77
2020041408,31.79,19.52,4.36,97.45,385.67
2020041409,34.09,17.71,5.89,97.47,625.42
2020041410,35.69,16.92,6.37,97.46,731.42
2020041411,37.01,16.13,6.73,97.39,726.8
2020041412,37.71,15.59,6.9,97.31,642.92
2020041413,37.94,15.59,6.9,97.21,679.17
2020041414,37.65,16.01,6.74,97.14,634.45
2020041415,37.39,15.97,6.82,97.08,504.08
2020041416,36.9,15.75,7.0,97.07,290.95
2020041417,35.35,16.05,6.4,97.12,119.43
2020041418,33.0,16.92,5.69,97.21,6.47
2020041419,31.19,17.84,4.84,97.29,0.0
2020041420,29.87,18.84,4.09,97.35,0.0
2020041421,28.66,20.09,3.89,97.39,0.0
2020041422,27.52,21.48,3.93,97.41,0.0
2020041423,26.7,22.49,3.98,97.41,0.0
2020041500,26.01,23.69,4.05,97.37,0.0
2020041501,25.37,25.61,4.07,97.34,0.0
2020041502,24.88,28.14,3.99,97.3,0.0
2020041503,24.62,30.58,3.72,97.3,0.0
2020041504,24.21,33.15,3.51,97.35,0.0
2020041505,23.77,35.59,3.36,97.41,0.0
2020041506,24.97,34.28,4.03,97.48,72.15
2020041507,27.45,30.31,4.37,97.55,214.25
2020041508,31.47,24.95,4.77,97.57,381.55
2020041509,35.43,17.19,6.23,97.56,598.08
2020041510,37.46,13.9,6.68,97.51,753.03
2020041511,38.78,12.59,6.84,97.42,900.4
2020041512,39.6,12.12,6.84,97.31,971.3
2020041513,39.99,12.07,6.75,97.18,900.12
2020041514,39.87,12.45,6.59,97.07,756.88
2020041515,39.38,13.18,6.33,97.0,557.08
2020041516,38.38,14.5,5.96,96.97,327.23
2020041517,36.65,16.83,4.72,96.98,121.53
2020041518,32.62,22.85,3.08,97.03,7.05
2020041519,31.14,25.82,3.15,97.1,0.0
2020041520,30.22,27.76,3.13,97.15,0.0
2020041521,29.34,29.52,3.18,97.19,0.0
2020041522,28.49,31.37,3.21,97.21,0.0
2020041523,27.57,34.35,3.25,97.2,0.0
2020041600,26.66,38.88,3.67,97.17,0.0
2020041601,25.73,44.42,4.24,97.13,0.0
2020041602,24.86,49.51,4.44,97.11,0.0
2020041603,24.14,52.56,4.14,97.1,0.0
2020041604,23.61,53.69,3.81,97.13,0.0
2020041605,23.13,54.11,3.58,97.2,0.0
2020041606,24.35,49.41,4.85,97.27,88.0
2020041607,26.85,42.06,4.77,97.35,265.75
2020041608,31.91,28.19,4.65,97.39,486.05
2020041609,35.15,21.86,3.41,97.41,690.62
2020041610,37.04,19.11,1.97,97.39,852.88
2020041611,38.42,17.42,1.17,97.31,953.95
2020041612,39.39,16.06,1.22,97.19,991.2
2020041613,39.62,15.38,1.7,97.07,818.35
2020041614,39.48,15.2,2.37,96.98,603.3
2020041615,38.87,15.63,2.9,96.92,443.0
2020041616,38.05,16.24,3.35,96.92,241.5
2020041617,36.4,18.23,2.98,96.95,100.95
2020041618,33.84,22.33,2.68,97.0,5.62
2020041619,32.67,24.54,3.04,97.05,0.0
2020041620,31.4,26.48,3.01,97.11,0.0
2020041621,30.26,28.49,2.95,97.17,0.0
2020041622,29.55,30.25,4.08,97.19,0.0
2020041623,28.81,32.39,5.36,97.21,0.0
2020041700,27.55,36.01,4.76,97.16,0.0
2020041701,26.75,38.6,4.55,97.11,0.0
2020041702,25.99,41.55,3.99,97.08,0.0
2020041703,25.46,44.4,3.48,97.08,0.0
2020041704,24.91,47.54,2.61,97.09,0.0
2020041705,24.37,50.49,2.1,97.12,0.0
2020041706,24.91,49.85,2.02,97.2,74.93
2020041707,26.01,46.92,1.57,97.28,216.88
2020041708,29.07,36.53,0.64,97.33,418.35
2020041709,32.63,28.66,2.59,97.35,648.47
2020041710,35.0,24.83,3.63,97.32,802.97
2020041711,36.59,22.2,4.42,97.25,900.95
2020041712,37.61,20.39,5.02,97.14,913.05
2020041713,38.15,19.03,5.48,97.02,688.3
2020041714,38.1,18.09,5.67,96.91,675.72
2020041715,37.07,18.36,5.7,96.84,503.73
2020041716,36.31,18.68,5.63,96.82,271.55
2020041717,35.14,19.73,5.34,96.84,105.88
2020041718,31.82,24.43,3.21,96.9,6.9
2020041719,30.25,26.88,3.44,96.98,0.0
2020041720,29.43,28.35,3.99,97.06,0.0
2020041721,28.56,30.39,4.46,97.13,0.0
2020041722,27.42,33.5,4.15,97.16,0.0
2020041723,26.25,36.98,3.3,97.17,0.0
2020041800,25.33,39.9,2.69,97.15,0.0
2020041801,24.97,41.43,2.14,97.11,0.0
2020041802,25.0,41.83,1.62,97.08,0.0
2020041803,24.82,42.58,1.2,97.09,0.0
2020041804,24.25,44.18,1.07,97.13,0.0
2020041805,23.29,46.79,1.5,97.21,0.0
2020041806,24.33,43.84,2.12,97.29,94.93
2020041807,27.17,35.95,2.84,97.35,290.95
2020041808,30.87,28.17,3.02,97.38,526.72
2020041809,33.44,24.06,3.39,97.39,703.62
2020041810,34.8,22.05,4.18,97.37,853.15
2020041811,35.94,20.31,4.96,97.32,938.58
2020041812,36.85,18.81,5.64,97.25,996.3
2020041813,37.23,17.9,6.23,97.18,912.35
2020041814,37.08,17.81,6.63,97.11,782.62
2020041815,36.57,18.26,6.74,97.07,601.4
2020041816,35.64,19.32,6.58,97.07,362.12
2020041817,34.32,21.02,5.98,97.1,135.35
2020041818,31.54,25.61,3.68,97.14,8.27
2020041819,30.01,29.28,3.57,97.21,0.0
2020041820,29.07,32.5,3.88,97.25,0.0
2020041821,27.98,36.52,4.19,97.29,0.0
2020041822,27.04,40.15,4.43,97.3,0.0
2020041823,26.25,43.01,4.39,97.3,0.0
2020041900,25.58,45.45,4.24,97.28,0.0
2020041901,24.85,47.99,3.99,97.25,0.0
2020041902,24.12,50.75,3.74,97.24,0.0
2020041903,23.57,53.09,3.52,97.24,0.0
2020041904,23.24,54.54,3.45,97.26,0.0
2020041905,22.88,56.0,3.18,97.31,0.0
2020041906,23.62,53.59,3.92,97.38,96.22
2020041907,26.48,43.88,3.57,97.44,270.6
2020041908,30.34,31.89,2.93,97.47,482.4
2020041909,32.35,26.82,1.49,97.47,677.4
2020041910,34.04,23.45,1.2,97.42,837.53
2020041911,35.51,21.68,2.06,97.33,860.42
2020041912,36.4,20.85,2.71,97.22,858.6
2020041913,36.88,20.51,3.18,97.12,764.65
2020041914,37.06,20.32,3.65,97.03,635.03
2020041915,36.36,20.84,3.92,96.97,519.0
2020041916,35.49,21.57,4.07,96.97,318.5
2020041917,34.48,22.76,3.97,97.0,125.35
2020041918,32.55,25.9,2.42,97.04,8.3
2020041919,31.14,28.41,2.44,97.09,0.0
2020041920,30.44,29.76,2.47,97.15,0.0
2020041921,29.67,31.11,2.46,97.18,0.0
2020041922,28.82,32.44,2.5,97.18,0.0
2020041923,28.11,33.27,2.52,97.16,0.0
2020042000,27.35,34.09,2.6,97.12,0.0
2020042001,26.67,34.8,2.66,97.07,0.0
2020042002,26.31,34.98,2.9,97.02,0.0
2020042003,26.03,35.11,3.01,97.01,0.0
2020042004,25.32,38.08,0.75,97.08,0.0
2020042005,24.36,43.82,2.43,97.19,2.8
2020042006,23.89,46.98,5.62,97.27,79.03
2020042007,24.27,47.08,6.77,97.33,216.05
2020042008,24.96,45.24,7.12,97.38,373.48
2020042009,26.15,41.98,6.73,97.4,433.3
2020042010,27.86,38.01,5.34,97.39,463.02
2020042011,29.79,34.35,2.82,97.36,468.0
2020042012,31.8,30.64,0.2,97.29,496.1
2020042013,33.27,27.94,2.3,97.21,615.1
2020042014,33.7,27.16,3.33,97.12,591.55
2020042015,33.69,27.02,4.14,97.07,539.2
2020042016,33.04,27.89,4.7,97.06,312.12
2020042017,31.85,29.83,4.65,97.07,118.95
2020042018,29.64,34.56,2.84,97.12,7.65
2020042019,28.37,37.95,2.37,97.2,0.0
2020042020,27.74,40.06,2.06,97.26,0.0
2020042021,27.19,41.68,1.89,97.3,0.0
2020042022,26.63,42.99,1.8,97.3,0.0
2020042023,26.02,44.37,1.8,97.28,0.0
2020042100,25.47,45.62,1.79,97.22,0.0
2020042101,24.75,47.3,1.76,97.18,0.0
2020042102,24.07,49.16,1.79,97.17,0.0
2020042103,23.39,51.49,1.86,97.18,0.0
2020042104,22.73,54.17,1.98,97.23,0.0
2020042105,22.16,56.77,2.1,97.31,3.58
2020042106,23.83,51.88,2.69,97.4,96.9
2020042107,26.66,43.56,2.64,97.47,285.98
2020042108,30.71,31.27,1.24,97.51,476.73
2020042109,32.44,27.08,0.6,97.52,650.47
2020042110,33.92,24.07,0.95,97.5,784.88
2020042111,35.2,21.89,1.76,97.43,956.33
2020042112,36.1,20.5,2.91,97.37,919.38
2020042113,36.48,19.78,3.98,97.28,749.72
2020042114,36.45,19.34,4.9,97.19,688.17
2020042115,36.06,19.31,5.56,97.13,573.78
2020042116,35.18,20.01,5.8,97.11,346.88
2020042117,33.81,21.51,5.54,97.12,129.45
2020042118,30.88,26.43,3.43,97.17,8.38
2020042119,29.14,30.03,3.28,97.26,0.0
2020042120,28.22,32.11,3.43,97.34,0.0
2020042121,27.39,34.27,3.54,97.38,0.0
2020042122,26.56,36.6,3.52,97.38,0.0
2020042123,25.7,39.1,3.39,97.32,0.0
2020042200,24.88,41.53,3.27,97.28,0.0
2020042201,24.08,43.8,3.11,97.22,0.0
2020042202,23.34,45.72,2.95,97.18,0.0
2020042203,22.68,47.29,2.81,97.15,0.0
2020042204,22.08,48.59,2.72,97.17,0.0
2020042205,21.63,49.55,2.67,97.22,4.4
2020042206,24.14,42.49,3.16,97.28,112.9
2020042207,27.24,34.98,3.96,97.32,330.23
2020042208,31.75,23.38,2.51,97.35,561.85
2020042209,34.31,17.85,1.56,97.36,758.47
2020042210,35.98,16.22,1.9,97.32,904.25
2020042211,37.22,15.58,2.22,97.25,987.38
2020042212,38.07,15.38,2.39,97.15,996.1
2020042213,38.54,15.43,2.51,97.05,792.22
2020042214,38.48,15.78,2.38,96.96,570.75
2020042215,37.69,16.72,2.26,96.91,295.77
2020042216,36.68,18.0,3.03,96.94,151.45
2020042217,35.26,20.34,3.71,97.0,77.62
2020042218,32.73,25.42,2.93,97.06,6.45
2020042219,31.16,28.99,3.36,97.11,0.0
2020042220,30.34,31.5,3.76,97.15,0.0
2020042221,29.28,34.39,3.03,97.14,0.0
2020042222,28.27,36.81,2.64,97.11,0.0
2020042223,27.51,38.46,2.66,97.07,0.0
2020042300,26.86,39.45,2.78,97.02,0.0
2020042301,26.39,39.64,2.93,96.96,0.0
2020042302,26.36,38.67,2.8,96.95,0.0
2020042303,25.89,39.51,2.44,97.0,0.0
2020042304,25.43,41.93,2.18,97.11,0.0
2020042305,24.75,45.95,2.97,97.24,3.83
2020042306,24.26,50.01,4.37,97.34,91.3
2020042307,24.91,48.91,5.68,97.37,264.48
2020042308,26.28,44.52,6.14,97.4,478.4
2020042309,28.04,39.42,5.13,97.42,682.08
2020042310,30.58,33.67,4.72,97.34,785.92
2020042311,33.04,29.23,3.15,97.24,878.6
2020042312,34.62,26.63,1.25,97.14,943.5
2020042313,35.7,24.92,1.08,97.03,867.25
2020042314,36.38,24.09,2.09,96.93,685.92
2020042315,36.4,24.32,2.62,96.85,496.48
2020042316,35.88,25.35,2.86,96.8,292.9
2020042317,34.92,26.98,2.89,96.81,117.9
2020042318,32.58,32.22,1.88,96.85,8.35
2020042319,31.38,34.97,1.75,96.88,0.0
2020042320,30.88,36.54,1.69,96.93,0.0
2020042321,30.47,38.08,1.7,96.94,0.0
2020042322,29.92,39.26,1.71,96.93,0.0
2020042323,29.3,40.45,1.72,96.91,0.0
2020042400,28.63,41.95,1.73,96.86,0.0
2020042401,27.92,43.66,1.67,96.83,0.0
2020042402,27.52,44.9,1.29,96.81,0.0
2020042403,27.31,45.72,0.56,96.83,0.0
2020042404,26.79,47.37,0.56,96.87,0.0
2020042405,25.9,49.87,1.36,96.93,4.4
2020042406,27.07,46.15,2.35,97.0,105.05
2020042407,29.75,38.78,3.02,97.07,306.62
2020042408,33.7,29.19,3.52,97.1,546.3
2020042409,35.64,24.44,3.79,97.09,740.25
2020042410,37.09,21.19,3.88,97.04,873.7
2020042411,38.25,18.69,3.97,96.96,917.33
2020042412,39.04,16.93,4.15,96.86,873.9
2020042413,39.44,15.8,4.37,96.76,684.58
2020042414,39.35,15.34,4.5,96.68,580.7
2020042415,38.88,15.26,4.47,96.63,382.85
2020042416,38.08,15.68,4.31,96.63,227.4
2020042417,36.86,16.86,3.8,96.66,93.8
2020042418,33.39,22.56,2.53,96.72,8.07
2020042419,31.91,25.35,2.66,96.79,0.0
2020042420,31.14,26.8,2.58,96.85,0.0
2020042421,30.48,28.19,2.44,96.88,0.0
2020042422,29.92,29.48,2.26,96.88,0.0
2020042423,29.42,30.74,2.02,96.85,0.0
2020042500,29.05,31.78,1.69,96.81,0.0
2020042501,28.73,32.99,1.21,96.78,0.0
2020042502,28.18,35.67,0.61,96.78,0.0
2020042503,26.97,38.25,0.75,96.8,0.0
2020042504,25.7,41.75,1.28,96.84,0.0
2020042505,24.76,43.34,1.7,96.9,4.95
2020042506,26.15,38.25,2.6,96.96,105.75
2020042507,28.7,32.45,3.41,97.01,298.25
2020042508,32.43,25.82,3.36,97.03,523.58
2020042509,34.55,22.52,3.24,97.06,710.9
2020042510,35.93,21.17,3.16,97.04,862.58
2020042511,37.18,20.16,3.08,97.0,919.78
2020042512,38.0,19.59,3.1,96.92,958.67
2020042513,37.74,20.09,3.2,96.84,857.4
2020042514,37.38,20.64,3.16,96.79,627.92
2020042515,37.24,20.71,2.97,96.74,479.1
2020042516,36.99,20.58,2.74,96.73,283.6
2020042517,36.22,21.16,2.29,96.75,107.35
2020042518,33.62,27.55,1.57,96.79,8.07
2020042519,32.38,28.98,1.74,96.86,0.0
